title,description,company,location,area,date,image
Maintenance engineer,Labore pariatur minus voluptatibus perspiciatis. Incidunt architecto nemo nisi velit delectus. Sequi et ab maiores debitis eos ullam.,Compañía Nacional de Tecnología,Bogotá,Soporte Técnico,2025-01-22,vacante/images/default.jpeg
Sports development officer,"Sint tempore aperiam deleniti. Aliquid eligendi numquam laudantium minus ipsam. Quae libero magnam quae.
Nemo quibusdam eos repudiandae iure. Harum possimus molestiae tempore tempore perferendis expedita. Facere vel saepe quas.",Consultores Globales,Santa Marta,Recursos Humanos,2023-08-29,vacante/images/default.jpeg
Chartered public finance accountant,"Fuga quasi occaecati hic at ducimus. Dolorem magni excepturi quasi praesentium. Natus ea eum quos facere repellat adipisci sed.
Minus nemo iure eius. Exercitationem fugit ab ad. At beatae commodi illum voluptatem.",Servicios de Infraestructura TIC,Cali,Desarrollo,2022-11-07,vacante/images/default.jpeg
Adult nurse,"Facere iusto quos in. Tempora placeat soluta. Minima veniam tenetur sequi voluptas libero.
Velit eius molestiae non hic cum. Doloribus officiis corporis. Debitis animi in non nemo voluptatibus distinctio.
Totam laboriosam assumenda nesciunt.",Servicios de Infraestructura TIC,Cartagena,Desarrollo,2023-02-02,vacante/images/default.jpeg
Charity fundraiser,"Quas nihil cupiditate sint similique nulla nam. Inventore minima fuga repellat dolorum eius excepturi sed. Quasi assumenda iure voluptates accusantium debitis dolore.
Nihil similique blanditiis veniam nemo. Accusamus molestias at labore.",Grupo Empresarial Latinoamericano,Medellín,Diseño,2024-09-21,vacante/images/default.jpeg
"Administrator, local government","Repellendus perspiciatis fuga consectetur quaerat eum.
Fuga amet ullam temporibus nesciunt quas quod. Ex rem consectetur. Nesciunt corporis at ut.
Dolores aperiam dolorum numquam nihil. Dolor tenetur nulla unde id reiciendis sequi.",Servicios de Infraestructura TIC,Bogotá,Investigación,2024-05-14,vacante/images/default.jpeg
Camera operator,Quisquam assumenda illum mollitia voluptatem. Quasi iste natus tempora placeat et quibusdam. Deserunt voluptatum sunt ex. Recusandae architecto aspernatur repudiandae.,Grupo Empresarial Latinoamericano,Armenia,Diseño,2024-10-29,vacante/images/default.jpeg
Company secretary,"Nihil fuga eligendi delectus explicabo nesciunt.
A fugit dolores ipsum consequatur. Ipsum deserunt nam molestiae.
Quisquam nulla quod vel. Officiis facere vero ad nulla placeat. Expedita magnam sunt eveniet explicabo.",Estrategias de Marketing Digital,Armenia,Desarrollo,2023-04-02,vacante/images/default.jpeg
"Psychotherapist, child","Ratione maiores fugit assumenda ad. Molestias molestiae magni veritatis quas deserunt rerum molestias.
Quod tenetur laudantium assumenda. Quidem dicta blanditiis tempora nihil. Molestiae tempore autem voluptates.",Soluciones Financieras Ltda.,Medellín,Consultoría,2020-03-06,vacante/images/default.jpeg
Hydrogeologist,"A corporis soluta perspiciatis nulla veniam. Atque nobis delectus id facilis dolore natus. Possimus quis voluptatum.
Quo minima repudiandae adipisci consequatur sapiente eligendi. Provident quos eligendi rerum voluptas quod aliquid.",Corporación Innovadora,Cali,Diseño,2023-03-04,vacante/images/default.jpeg
Patent attorney,"Eum illo earum in. Laudantium alias veniam voluptatem libero incidunt adipisci. Laboriosam repellendus nostrum consequuntur.
Molestias voluptas ipsum iusto asperiores. Assumenda beatae illum aut soluta est mollitia.",Grupo Empresarial Latinoamericano,Barranquilla,Desarrollo,2022-06-08,vacante/images/default.jpeg
"Engineer, drilling","Corrupti sunt tenetur cum repellat facilis dolorem. Ut autem cum officia veritatis laudantium.
Provident cumque minus assumenda atque. Sequi fugit doloremque voluptas enim repellendus. Suscipit labore fugiat ea sit blanditiis.",Grupo Empresarial Latinoamericano,Bogotá,Ventas,2023-05-25,vacante/images/default.jpeg
"Education officer, community","Libero magnam quos vero. Eos in facilis dolorem laboriosam voluptates.
Laboriosam cum eaque delectus. Suscipit laborum culpa quaerat fugiat nam. Occaecati nulla libero vitae asperiores ipsum commodi autem.",Servicios de Infraestructura TIC,Cartagena,Desarrollo,2024-12-16,vacante/images/default.jpeg
Careers information officer,"Optio ut eveniet neque delectus. Sit vel et doloribus. Minima totam illum error.
Quisquam vero rem doloremque ipsam facere officia. Nostrum repudiandae est dignissimos quidem exercitationem amet. Nemo laborum earum harum odio.",Proyectos Empresariales,Cali,Ventas,2022-05-29,vacante/images/default.jpeg
Secretary/administrator,"Tempore ullam repellendus porro repudiandae necessitatibus cupiditate ab. Iste odio maxime blanditiis.
Quas unde nostrum quo minima. Magni a facere in consequatur quibusdam error. Quia molestiae excepturi deleniti.",Soluciones Financieras Ltda.,Bucaramanga,Contabilidad,2020-08-18,vacante/images/default.jpeg
Production manager,Dicta qui omnis sed fugiat vitae. Dignissimos aliquam dicta impedit esse temporibus.,Sistemas Digitales S.A.,Bogotá,Investigación,2023-09-22,vacante/images/default.jpeg
Paediatric nurse,"Necessitatibus illo nesciunt aperiam tempore dignissimos. Adipisci ducimus doloremque reiciendis quas neque.
Dolorum necessitatibus laboriosam a. Dicta mollitia rerum quia. Assumenda hic facere vitae voluptate. Cupiditate et sunt reiciendis libero.",Consultores Globales,Villavicencio,Diseño,2024-05-25,vacante/images/default.jpeg
Ophthalmologist,"Tempora aliquam perferendis voluptates amet porro dolorem dicta. Quis sit non at fugiat.
Ipsum dolores molestiae praesentium. Quaerat facere pariatur cum corporis incidunt. Aliquam exercitationem perspiciatis excepturi sapiente laboriosam dolorem.",Consultores Globales,Pasto,Soporte Técnico,2024-08-13,vacante/images/default.jpeg
Trade mark attorney,"Dolor libero facere soluta. Voluptatum non minima animi. Consequuntur facere quibusdam quo iure.
Repudiandae magnam quis fuga adipisci quos. Provident magnam reiciendis quasi est. Corrupti quam numquam.",Compañía Nacional de Tecnología,Barranquilla,Desarrollo,2021-01-19,vacante/images/default.jpeg
"Programme researcher, broadcasting/film/video","Vero facilis unde fuga. Quisquam harum aut blanditiis. Nostrum aut adipisci quisquam eligendi dolores accusantium ducimus.
Nostrum non unde itaque mollitia ipsam molestias. Pariatur iure architecto illum possimus iure. Sed sapiente cumque cum rem.",Servicios de Infraestructura TIC,Cartagena,Investigación,2025-03-01,vacante/images/default.jpeg
Primary school teacher,"Dolore vel sunt quasi quis. Quibusdam ad impedit quisquam fuga. Error illo nesciunt porro rerum consectetur voluptatum quidem.
Nihil provident vel laudantium. Dolor maxime neque error deserunt libero nemo. Voluptatibus vel eaque alias.",Fábrica de Software Internacional,Ibagué,Recursos Humanos,2021-09-09,vacante/images/default.jpeg
Prison officer,"Quasi vitae in necessitatibus. Dolor debitis exercitationem vel itaque vero.
Fugiat praesentium doloribus velit unde. Optio ratione ullam.",Estrategias de Marketing Digital,Cúcuta,Diseño,2022-04-05,vacante/images/default.jpeg
"Psychologist, occupational",Harum ullam cumque reiciendis esse itaque magni. Excepturi quisquam provident enim non repudiandae. Asperiores maiores error ipsa.,Corporación Innovadora,Bucaramanga,Administración,2021-05-06,vacante/images/default.jpeg
"Engineer, control and instrumentation","Esse suscipit illum deserunt cupiditate. Repellendus non saepe fuga voluptates beatae.
Autem facere sunt doloremque quaerat minus. Vel blanditiis suscipit nulla sit nulla nihil. Sit quisquam placeat eligendi.",Compañía Nacional de Tecnología,Bogotá,Recursos Humanos,2024-09-23,vacante/images/default.jpeg
"Civil engineer, consulting","Sapiente repudiandae pariatur deserunt voluptas quod. Soluta beatae quis blanditiis dolorum quo omnis.
Eveniet blanditiis ipsum laborum.
Recusandae delectus quia quo. Nisi fuga rerum quas sequi necessitatibus.",Soluciones Financieras Ltda.,Manizales,Administración,2022-11-06,vacante/images/default.jpeg
Arts administrator,"Itaque rerum nemo natus libero vel nostrum eos. Doloremque vero quibusdam asperiores sapiente.
Sed nesciunt quod expedita animi. Pariatur minus neque incidunt dicta excepturi voluptatem. In esse ut suscipit impedit ipsum labore.",Soluciones Financieras Ltda.,Bogotá,Soporte Técnico,2022-04-11,vacante/images/default.jpeg
Paramedic,"Omnis occaecati voluptatum inventore libero. Mollitia eos dolores nostrum molestias error distinctio quas.
Pariatur non quia ipsam. Voluptatibus quo totam sapiente. Corporis dicta totam hic iure eveniet ipsam.",Servicios de Infraestructura TIC,Neiva,Diseño,2020-07-15,vacante/images/default.jpeg
Corporate investment banker,"Incidunt doloremque veniam placeat. Eius occaecati quam magnam tenetur aliquam minima. Consequatur autem blanditiis at nulla iure.
Libero dolorem non aliquam atque. Aspernatur vero asperiores ipsam.",Compañía Nacional de Tecnología,Cali,Marketing,2021-01-09,vacante/images/default.jpeg
Chartered management accountant,"Aspernatur ut saepe consequatur similique. Est id magni quos. Inventore placeat minima.
Eveniet neque error voluptas tempora deleniti. Provident quibusdam odit dolorum dicta dolorem asperiores. Delectus necessitatibus corporis necessitatibus.",Corporación Innovadora,Armenia,Consultoría,2020-08-09,vacante/images/default.jpeg
Product manager,"At magni magnam praesentium reiciendis fuga. Soluta officiis reiciendis. Possimus quidem ducimus culpa maiores consequatur.
Tempora totam optio laborum dolore nobis. Fugit maxime omnis dolor earum accusantium culpa sit.",Compañía Nacional de Tecnología,Bogotá,Desarrollo,2021-07-17,vacante/images/default.jpeg
Museum/gallery conservator,"Praesentium ducimus beatae placeat quidem minus. Molestiae quam recusandae aperiam. Facere officiis laudantium minus ducimus harum.
Sapiente laborum tempora dolor harum. Aperiam ipsa error iste veritatis fugit.",Compañía Nacional de Tecnología,Cartagena,Consultoría,2022-03-09,vacante/images/default.jpeg
Editorial assistant,"Maxime praesentium tempore tenetur dolor eveniet cum. Quibusdam debitis et eveniet. Magni ex animi porro aliquam dolor.
Non aliquid optio eaque. Animi incidunt ipsum hic blanditiis dolore. Animi occaecati maxime quae in magni deleniti.",Servicios de Infraestructura TIC,Pasto,Consultoría,2024-08-27,vacante/images/default.jpeg
"Editor, film/video","Accusantium laudantium illum asperiores ipsa. Unde nulla excepturi voluptatem eum aperiam explicabo. Temporibus doloribus provident voluptate vel.
Libero eos eligendi nobis maxime vel quasi. Iure eius ab cum.",Compañía Nacional de Tecnología,Cartagena,Consultoría,2020-01-06,vacante/images/default.jpeg
Psychotherapist,"Voluptatibus nihil sunt temporibus repudiandae a porro voluptatem. Perspiciatis est perferendis id.
Nobis officia voluptate quod laborum. Voluptatem inventore animi cumque voluptas dolore.",Soluciones Financieras Ltda.,Pasto,Ventas,2020-07-24,vacante/images/default.jpeg
Paediatric nurse,"Eligendi animi et quam deserunt aspernatur. Soluta rem ipsam numquam harum numquam illum.
Dolore repudiandae dicta doloremque occaecati. Modi assumenda explicabo pariatur rem. Magnam debitis dolor harum. Reiciendis aperiam aliquam tempore error.",Proyectos Empresariales,Pereira,Soporte Técnico,2024-12-12,vacante/images/default.jpeg
Cartographer,"Iusto saepe harum eaque. Necessitatibus fugiat itaque natus beatae quia.
Minus rem animi excepturi occaecati. Exercitationem culpa voluptatum sint ipsum temporibus. Asperiores beatae ex.",Servicios de Infraestructura TIC,Medellín,Desarrollo,2024-06-16,vacante/images/default.jpeg
Writer,"Illum totam optio rem autem maiores similique. Vero asperiores autem.
Aspernatur at error itaque. Ea doloremque illo laboriosam tempore.",Compañía Nacional de Tecnología,Bucaramanga,Recursos Humanos,2022-08-17,vacante/images/default.jpeg
"Teacher, music","Quod aut perspiciatis iure perspiciatis. Consequatur aliquam sequi esse eos molestiae.
Maiores quae dolorum dolorum. Praesentium reiciendis maiores voluptate dicta. Nihil optio accusamus repudiandae. Beatae nisi magni unde nihil eos occaecati.",Sistemas Digitales S.A.,Neiva,Recursos Humanos,2020-09-16,vacante/images/default.jpeg
Oncologist,"Quasi culpa quidem quas consectetur. Dolor nihil inventore.
Quis nesciunt porro sed a amet assumenda. Distinctio odio distinctio vero.
Iusto sit provident porro accusamus qui omnis. Non reiciendis laborum. Laboriosam modi deleniti rerum.",Soluciones Financieras Ltda.,Pereira,Consultoría,2025-01-28,vacante/images/default.jpeg
"Teacher, English as a foreign language",Nesciunt necessitatibus debitis magnam consequatur quidem. Nesciunt labore perspiciatis labore. Assumenda voluptatum hic officia ipsum tenetur.,Servicios de Infraestructura TIC,Cúcuta,Soporte Técnico,2020-12-02,vacante/images/default.jpeg
Educational psychologist,"Sequi sunt beatae excepturi fugiat. Quo impedit sit. Esse occaecati eum aspernatur beatae voluptatibus.
Quasi quasi deserunt sit nesciunt magnam. Accusantium rem magni autem. Ea consequuntur possimus sapiente veniam laboriosam.",Servicios de Infraestructura TIC,Medellín,Desarrollo,2020-11-12,vacante/images/default.jpeg
Podiatrist,"Odit ducimus exercitationem excepturi ad illum. In fugit eveniet possimus repudiandae nesciunt.
Libero quo omnis vero. Minus aut ipsum rerum. Laboriosam consequuntur laborum sint consequatur nam odio.
Ducimus assumenda asperiores voluptatum.",Sistemas Digitales S.A.,Neiva,Marketing,2022-04-12,vacante/images/default.jpeg
Community arts worker,Quis neque cupiditate corrupti veritatis. Maiores quibusdam officia aliquam repellendus dolores suscipit. Sit vitae dolores optio accusantium nulla odit.,Consultores Globales,Armenia,Consultoría,2020-12-23,vacante/images/default.jpeg
Insurance risk surveyor,Vero autem delectus debitis. Id adipisci voluptas cum tempore dolores voluptatibus quidem. Quo consequatur provident magni quibusdam pariatur. Sapiente quos error voluptas impedit.,Grupo Empresarial Latinoamericano,Bucaramanga,Ventas,2022-12-12,vacante/images/default.jpeg
Holiday representative,"Temporibus sequi earum repellat nesciunt. Harum ratione modi libero fugit nobis perferendis.
Voluptas eaque minima asperiores rerum esse quisquam. Rem sit reprehenderit assumenda.",Fábrica de Software Internacional,Cali,Consultoría,2022-09-27,vacante/images/default.jpeg
Pharmacologist,"Blanditiis quasi dicta hic eius voluptatibus provident. At et repudiandae. Ipsum veritatis inventore labore quam minus ratione repellendus.
Consequatur nisi fugit accusamus libero hic odio. Esse voluptatem laudantium labore.",Proyectos Empresariales,Bucaramanga,Contabilidad,2020-06-11,vacante/images/default.jpeg
Actor,"Eligendi numquam recusandae perspiciatis. Voluptates nulla aliquam. Quos perferendis alias ab.
Accusantium sint placeat ducimus. Voluptate delectus nobis.
Suscipit alias voluptas enim. Saepe reiciendis ipsum quasi reiciendis sit id.",Soluciones Financieras Ltda.,Manizales,Consultoría,2020-10-01,vacante/images/default.jpeg
